source,target,edge_type
U02542,H001,LOCATED_AT
U02543,H040,LOCATED_AT
U02544,BB021,LOCATED_AT
U02545,H023,LOCATED_AT
U02546,BB022,LOCATED_AT
U02547,BB083,LOCATED_AT
U02548,H018,LOCATED_AT
U02549,H039,LOCATED_AT
U02550,BB034,LOCATED_AT
U02551,BB074,LOCATED_AT
U02552,H032,LOCATED_AT
U02553,H033,LOCATED_AT
U02554,H020,LOCATED_AT
U02555,BB058,LOCATED_AT
U02556,BB079,LOCATED_AT
U02557,H005,LOCATED_AT
U02558,H020,LOCATED_AT
U02559,BB085,LOCATED_AT
U02560,BB063,LOCATED_AT
U02561,H009,LOCATED_AT
U02562,BB061,LOCATED_AT
U02563,H005,LOCATED_AT
U02564,H028,LOCATED_AT
U02565,H007,LOCATED_AT
U02566,H012,LOCATED_AT
U02567,BB011,LOCATED_AT
U02568,BB071,LOCATED_AT
U02569,BB099,LOCATED_AT
U02570,BB096,LOCATED_AT
U02571,H043,LOCATED_AT
U02572,H004,LOCATED_AT
U02573,H013,LOCATED_AT
U02574,BB069,LOCATED_AT
U02575,BB045,LOCATED_AT
U02576,BB041,LOCATED_AT
U02577,BB010,LOCATED_AT
U02578,H021,LOCATED_AT
U02579,H041,LOCATED_AT
U02580,BB084,LOCATED_AT
U02581,H018,LOCATED_AT
U02582,H036,LOCATED_AT
U02583,BB004,LOCATED_AT
U02584,BB071,LOCATED_AT
U02585,BB082,LOCATED_AT
U02586,H044,LOCATED_AT
U02587,BB039,LOCATED_AT
U02588,H029,LOCATED_AT
U02589,H027,LOCATED_AT
U02590,H016,LOCATED_AT
U02591,BB011,LOCATED_AT
U02592,H027,LOCATED_AT
U02593,BB012,LOCATED_AT
U02594,H028,LOCATED_AT
U02595,H029,LOCATED_AT
U02596,H044,LOCATED_AT
U02597,H025,LOCATED_AT
U02598,H025,LOCATED_AT
U02599,BB095,LOCATED_AT
U02600,BB056,LOCATED_AT
U02601,BB035,LOCATED_AT
U02602,H040,LOCATED_AT
U02603,H011,LOCATED_AT
U02604,BB058,LOCATED_AT
U02605,BB096,LOCATED_AT
U02606,BB061,LOCATED_AT
U02607,H041,LOCATED_AT
U02608,BB025,LOCATED_AT
U02609,BB012,LOCATED_AT
U02610,H022,LOCATED_AT
U02611,BB028,LOCATED_AT
U02612,BB011,LOCATED_AT
U02613,BB024,LOCATED_AT
U02614,BB003,LOCATED_AT
U02615,H032,LOCATED_AT
U02616,BB034,LOCATED_AT
U02617,BB010,LOCATED_AT
U02618,H024,LOCATED_AT
U02619,BB050,LOCATED_AT
U02620,H021,LOCATED_AT
U02621,BB055,LOCATED_AT
U02622,H008,LOCATED_AT
U02623,H031,LOCATED_AT
U02624,H020,LOCATED_AT
U02625,BB031,LOCATED_AT
U02626,H044,LOCATED_AT
U02627,BB035,LOCATED_AT
U02628,H014,LOCATED_AT
U02629,H020,LOCATED_AT
U02630,BB051,LOCATED_AT
U02631,BB058,LOCATED_AT
U02632,H018,LOCATED_AT
U02633,BB037,LOCATED_AT
U02634,H010,LOCATED_AT
U02635,H016,LOCATED_AT
U02636,BB074,LOCATED_AT
U02637,BB007,LOCATED_AT
U02638,BB054,LOCATED_AT
U02639,BB021,LOCATED_AT
U02640,BB096,LOCATED_AT
U02641,H049,LOCATED_AT
U02642,BB077,LOCATED_AT
U02643,H014,LOCATED_AT
U02644,BB080,LOCATED_AT
U02645,BB018,LOCATED_AT
U02646,H037,LOCATED_AT
U02647,BB030,LOCATED_AT
U02648,H009,LOCATED_AT
U02649,H011,LOCATED_AT
U02650,H020,LOCATED_AT
U02651,H046,LOCATED_AT
U02652,H040,LOCATED_AT
U02653,H040,LOCATED_AT
U02654,H028,LOCATED_AT
U02655,H018,LOCATED_AT
U02656,H015,LOCATED_AT
U02657,H013,LOCATED_AT
U02658,BB092,LOCATED_AT
U02659,BB061,LOCATED_AT
U02660,H011,LOCATED_AT
U02661,BB089,LOCATED_AT
U02662,H049,LOCATED_AT
U02663,H042,LOCATED_AT
U02664,BB084,LOCATED_AT
U02665,BB032,LOCATED_AT
U02666,H026,LOCATED_AT
U02667,H003,LOCATED_AT
U02668,BB011,LOCATED_AT
U02669,H021,LOCATED_AT
U02670,BB055,LOCATED_AT
U02671,BB029,LOCATED_AT
U02672,BB020,LOCATED_AT
U02673,H002,LOCATED_AT
U02674,H012,LOCATED_AT
U02675,H015,LOCATED_AT
U02676,BB087,LOCATED_AT
U02677,BB037,LOCATED_AT
U02678,H047,LOCATED_AT
U02679,H038,LOCATED_AT
U02680,BB014,LOCATED_AT
U02681,H023,LOCATED_AT
U02682,BB073,LOCATED_AT
U02683,BB051,LOCATED_AT
U02684,H042,LOCATED_AT
U02685,H050,LOCATED_AT
U02686,H010,LOCATED_AT
U02687,H008,LOCATED_AT
U02688,H002,LOCATED_AT
U02689,BB091,LOCATED_AT
U02690,H023,LOCATED_AT
U02691,H004,LOCATED_AT
U02692,BB006,LOCATED_AT
U02693,BB028,LOCATED_AT
U02694,H011,LOCATED_AT
U02695,H022,LOCATED_AT
U02696,H049,LOCATED_AT
U02697,BB077,LOCATED_AT
U02698,H007,LOCATED_AT
U02699,BB097,LOCATED_AT
U02700,BB053,LOCATED_AT
U02701,H013,LOCATED_AT
U02702,H047,LOCATED_AT
U02703,BB062,LOCATED_AT
U02704,H045,LOCATED_AT
U02705,BB048,LOCATED_AT
U02706,BB051,LOCATED_AT
U02707,H035,LOCATED_AT
U02708,BB025,LOCATED_AT
U02709,H036,LOCATED_AT
U02710,BB074,LOCATED_AT
U02711,H006,LOCATED_AT
U02712,H035,LOCATED_AT
U02713,BB012,LOCATED_AT
U02714,BB021,LOCATED_AT
U02715,BB075,LOCATED_AT
U02716,BB078,LOCATED_AT
U02717,BB089,LOCATED_AT
U02718,BB088,LOCATED_AT
U02719,BB029,LOCATED_AT
U02720,BB041,LOCATED_AT
U02721,BB083,LOCATED_AT
U02722,H019,LOCATED_AT
U02723,H035,LOCATED_AT
U02724,BB061,LOCATED_AT
U02725,BB084,LOCATED_AT
U02726,BB067,LOCATED_AT
U02727,H021,LOCATED_AT
U02728,H049,LOCATED_AT
U02729,BB082,LOCATED_AT
U02730,H019,LOCATED_AT
U02731,H027,LOCATED_AT
U02732,BB061,LOCATED_AT
U02733,H038,LOCATED_AT
U02734,H046,LOCATED_AT
U02735,BB083,LOCATED_AT
U02736,BB028,LOCATED_AT
U02737,BB078,LOCATED_AT
U02738,BB092,LOCATED_AT
U02739,H043,LOCATED_AT
U02740,H016,LOCATED_AT
U02741,H009,LOCATED_AT
U02742,BB070,LOCATED_AT
U02743,BB100,LOCATED_AT
U02744,BB019,LOCATED_AT
U02745,BB087,LOCATED_AT
U02746,BB062,LOCATED_AT
U02747,H045,LOCATED_AT
U02748,H042,LOCATED_AT
U02749,H016,LOCATED_AT
U02750,H002,LOCATED_AT
U02751,BB048,LOCATED_AT
U02752,H047,LOCATED_AT
U02753,BB057,LOCATED_AT
U02754,BB012,LOCATED_AT
U02755,BB093,LOCATED_AT
U02756,BB020,LOCATED_AT
U02757,H049,LOCATED_AT
U02758,H032,LOCATED_AT
U02759,BB057,LOCATED_AT
U02760,H021,LOCATED_AT
U02761,H015,LOCATED_AT
U02762,BB029,LOCATED_AT
U02763,H003,LOCATED_AT
U02764,BB009,LOCATED_AT
U02765,H021,LOCATED_AT
U02766,BB044,LOCATED_AT
U02767,BB008,LOCATED_AT
U02768,BB048,LOCATED_AT
U02769,H017,LOCATED_AT
U02770,H025,LOCATED_AT
U02771,BB060,LOCATED_AT
U02772,H002,LOCATED_AT
U02773,H041,LOCATED_AT
U02774,BB088,LOCATED_AT
U02775,BB049,LOCATED_AT
U02776,H022,LOCATED_AT
U02777,H050,LOCATED_AT
U02778,H026,LOCATED_AT
U02779,H036,LOCATED_AT
U02780,BB058,LOCATED_AT
U02781,BB080,LOCATED_AT
U02782,BB014,LOCATED_AT
U02783,BB067,LOCATED_AT
U02784,BB090,LOCATED_AT
U02785,BB021,LOCATED_AT
U02786,BB055,LOCATED_AT
U02787,H014,LOCATED_AT
U02788,H023,LOCATED_AT
U02789,H021,LOCATED_AT
U02790,H015,LOCATED_AT
U02791,BB013,LOCATED_AT
U02792,H019,LOCATED_AT
U02793,H037,LOCATED_AT
U02794,H002,LOCATED_AT
U02795,H008,LOCATED_AT
U02796,H049,LOCATED_AT
U02797,H018,LOCATED_AT
U02798,H009,LOCATED_AT
U02799,H028,LOCATED_AT
U02800,BB055,LOCATED_AT
U02801,BB083,LOCATED_AT
U02802,H014,LOCATED_AT
U02803,H030,LOCATED_AT
U02804,BB045,LOCATED_AT
U02805,BB021,LOCATED_AT
U02806,BB017,LOCATED_AT
U02807,H007,LOCATED_AT
U02808,H001,LOCATED_AT
U02809,H043,LOCATED_AT
U02810,H046,LOCATED_AT
U02811,BB001,LOCATED_AT
U02812,BB009,LOCATED_AT
U02813,H024,LOCATED_AT
U02814,H016,LOCATED_AT
U02815,BB037,LOCATED_AT
U02816,BB035,LOCATED_AT
U02817,BB082,LOCATED_AT
U02818,BB074,LOCATED_AT
U02819,BB056,LOCATED_AT
U02820,H006,LOCATED_AT
U02821,H023,LOCATED_AT
U02822,H032,LOCATED_AT
U02823,BB044,LOCATED_AT
U02824,H042,LOCATED_AT
U02825,BB017,LOCATED_AT
U02826,BB046,LOCATED_AT
U02827,H007,LOCATED_AT
U02828,H011,LOCATED_AT
U02829,H002,LOCATED_AT
U02830,H047,LOCATED_AT
U02831,BB007,LOCATED_AT
U02832,H036,LOCATED_AT
U02833,H049,LOCATED_AT
U02834,H022,LOCATED_AT
U02835,BB032,LOCATED_AT
U02836,H016,LOCATED_AT
U02837,H004,LOCATED_AT
U02838,BB028,LOCATED_AT
U02839,BB089,LOCATED_AT
U02840,BB032,LOCATED_AT
U02841,H007,LOCATED_AT
U02842,H025,LOCATED_AT
U02843,H039,LOCATED_AT
U02844,H041,LOCATED_AT
U02845,BB058,LOCATED_AT
U02846,BB088,LOCATED_AT
U02847,BB012,LOCATED_AT
U02848,BB061,LOCATED_AT
U02849,H001,LOCATED_AT
U02850,H048,LOCATED_AT
U02851,H045,LOCATED_AT
U02852,BB080,LOCATED_AT
U02853,H040,LOCATED_AT
U02854,H040,LOCATED_AT
U02855,BB059,LOCATED_AT
U02856,BB065,LOCATED_AT
U02857,H014,LOCATED_AT
U02858,H034,LOCATED_AT
U02859,H047,LOCATED_AT
U02860,BB023,LOCATED_AT
U02861,BB066,LOCATED_AT
U02862,H006,LOCATED_AT
U02863,BB085,LOCATED_AT
U02864,H012,LOCATED_AT
U02865,H036,LOCATED_AT
U02866,H038,LOCATED_AT
U02867,H032,LOCATED_AT
U02868,BB084,LOCATED_AT
U02869,BB085,LOCATED_AT
U02870,BB009,LOCATED_AT
U02871,H002,LOCATED_AT
U02872,H031,LOCATED_AT
U02873,BB040,LOCATED_AT
U02874,H015,LOCATED_AT
U02875,BB017,LOCATED_AT
U02876,BB060,LOCATED_AT
U02877,H013,LOCATED_AT
U02878,BB002,LOCATED_AT
U02879,BB069,LOCATED_AT
U02880,BB098,LOCATED_AT
U02881,BB058,LOCATED_AT
U02882,BB096,LOCATED_AT
U02883,BB041,LOCATED_AT
U02884,BB070,LOCATED_AT
U02885,H004,LOCATED_AT
U02886,H045,LOCATED_AT
U02887,BB022,LOCATED_AT
U02888,H012,LOCATED_AT
U02889,BB079,LOCATED_AT
U02890,H015,LOCATED_AT
U02891,BB043,LOCATED_AT
U02892,BB054,LOCATED_AT
U02893,BB077,LOCATED_AT
U02894,BB006,LOCATED_AT
U02895,BB072,LOCATED_AT
U02896,BB095,LOCATED_AT
U02897,H008,LOCATED_AT
U02898,H021,LOCATED_AT
U02899,BB023,LOCATED_AT
U02900,H004,LOCATED_AT
U02901,BB003,LOCATED_AT
U02902,BB070,LOCATED_AT
U02903,H034,LOCATED_AT
U02904,BB052,LOCATED_AT
U02905,H035,LOCATED_AT
U02906,H045,LOCATED_AT
U02907,H022,LOCATED_AT
U02908,H016,LOCATED_AT
U02909,BB040,LOCATED_AT
U02910,H050,LOCATED_AT
U02911,BB063,LOCATED_AT
U02912,H010,LOCATED_AT
U02913,BB024,LOCATED_AT
U02914,H018,LOCATED_AT
U02915,H029,LOCATED_AT
U02916,BB062,LOCATED_AT
U02917,BB056,LOCATED_AT
U02918,BB051,LOCATED_AT
U02919,H022,LOCATED_AT
U02920,H046,LOCATED_AT
U02921,BB021,LOCATED_AT
U02922,BB074,LOCATED_AT
U02923,H002,LOCATED_AT
U02924,H014,LOCATED_AT
U02925,BB094,LOCATED_AT
U02926,BB040,LOCATED_AT
U02927,H020,LOCATED_AT
U02928,BB076,LOCATED_AT
U02929,H023,LOCATED_AT
U02930,H033,LOCATED_AT
U02931,BB063,LOCATED_AT
U02932,BB038,LOCATED_AT
U02933,H050,LOCATED_AT
U02934,BB033,LOCATED_AT
U02935,H022,LOCATED_AT
U02936,H010,LOCATED_AT
U02937,H020,LOCATED_AT
U02938,BB093,LOCATED_AT
U02939,BB030,LOCATED_AT
U02940,BB070,LOCATED_AT
U02941,H049,LOCATED_AT
U02942,BB055,LOCATED_AT
U02943,H046,LOCATED_AT
U02944,H045,LOCATED_AT
U02945,BB007,LOCATED_AT
U02946,BB066,LOCATED_AT
U02947,H018,LOCATED_AT
U02948,H046,LOCATED_AT
U02949,BB015,LOCATED_AT
U02950,BB010,LOCATED_AT
U02951,H022,LOCATED_AT
U02952,H001,LOCATED_AT
U02953,BB052,LOCATED_AT
U02954,H016,LOCATED_AT
U02955,BB078,LOCATED_AT
U02956,BB062,LOCATED_AT
U02957,BB031,LOCATED_AT
U02958,H002,LOCATED_AT
U02959,BB004,LOCATED_AT
U02960,BB041,LOCATED_AT
U02961,H013,LOCATED_AT
U02962,BB079,LOCATED_AT
U02963,BB035,LOCATED_AT
U02964,H050,LOCATED_AT
U02965,H043,LOCATED_AT
U02966,BB087,LOCATED_AT
U02967,H048,LOCATED_AT
U02968,H007,LOCATED_AT
U02969,H020,LOCATED_AT
U02970,H002,LOCATED_AT
U02971,H013,LOCATED_AT
U02972,H037,LOCATED_AT
U02973,H021,LOCATED_AT
U02974,H029,LOCATED_AT
U02975,H032,LOCATED_AT
U02976,BB078,LOCATED_AT
U02977,BB014,LOCATED_AT
U02978,BB018,LOCATED_AT
U02979,BB020,LOCATED_AT
U02980,BB081,LOCATED_AT
U02981,BB049,LOCATED_AT
U02982,BB030,LOCATED_AT
U02983,H045,LOCATED_AT
U02984,BB066,LOCATED_AT
U02985,H028,LOCATED_AT
U02986,H016,LOCATED_AT
U02987,BB094,LOCATED_AT
U02988,H038,LOCATED_AT
U02989,BB091,LOCATED_AT
U02990,BB087,LOCATED_AT
U02991,BB033,LOCATED_AT
U02992,H046,LOCATED_AT
U02993,BB080,LOCATED_AT
U02994,BB027,LOCATED_AT
U02995,BB022,LOCATED_AT
U02996,H037,LOCATED_AT
U02997,BB037,LOCATED_AT
U02998,H036,LOCATED_AT
U02999,H050,LOCATED_AT
U03000,BB096,LOCATED_AT
U03001,BB003,LOCATED_AT
U03002,BB059,LOCATED_AT
U03003,BB008,LOCATED_AT
U03004,BB014,LOCATED_AT
U03005,BB005,LOCATED_AT
U03006,BB019,LOCATED_AT
U03007,H049,LOCATED_AT
U03008,BB098,LOCATED_AT
U03009,H007,LOCATED_AT
U03010,BB079,LOCATED_AT
U03011,BB046,LOCATED_AT
U03012,BB093,LOCATED_AT
U03013,BB021,LOCATED_AT
U03014,H024,LOCATED_AT
U03015,BB047,LOCATED_AT
U03016,H036,LOCATED_AT
U03017,BB028,LOCATED_AT
U03018,H023,LOCATED_AT
U03019,BB043,LOCATED_AT
U03020,BB075,LOCATED_AT
U03021,BB044,LOCATED_AT
U03022,BB023,LOCATED_AT
U03023,BB098,LOCATED_AT
U03024,BB026,LOCATED_AT
U03025,BB046,LOCATED_AT
U03026,BB004,LOCATED_AT
U03027,BB010,LOCATED_AT
U03028,H011,LOCATED_AT
U03029,H023,LOCATED_AT
U03030,H034,LOCATED_AT
U03031,H016,LOCATED_AT
U03032,H012,LOCATED_AT
U03033,BB033,LOCATED_AT
U03034,BB014,LOCATED_AT
U03035,H009,LOCATED_AT
U03036,H029,LOCATED_AT
U03037,BB070,LOCATED_AT
U03038,H010,LOCATED_AT
U03039,H002,LOCATED_AT
U03040,BB019,LOCATED_AT
U03041,H024,LOCATED_AT
U03042,H013,LOCATED_AT
U03043,H016,LOCATED_AT
U03044,H025,LOCATED_AT
U03045,H032,LOCATED_AT
U03046,BB088,LOCATED_AT
U03047,H038,LOCATED_AT
U03048,BB057,LOCATED_AT
U03049,H001,LOCATED_AT
U03050,H029,LOCATED_AT
U03051,H024,LOCATED_AT
U03052,BB039,LOCATED_AT
U03053,H012,LOCATED_AT
U03054,H001,LOCATED_AT
U03055,BB004,LOCATED_AT
U03056,BB055,LOCATED_AT
U03057,BB040,LOCATED_AT
U03058,BB023,LOCATED_AT
U03059,H030,LOCATED_AT
U03060,H012,LOCATED_AT
U03061,H002,LOCATED_AT
U03062,BB030,LOCATED_AT
U03063,BB097,LOCATED_AT
U03064,H019,LOCATED_AT
U03065,H049,LOCATED_AT
U03066,BB006,LOCATED_AT
U03067,BB062,LOCATED_AT
U03068,BB075,LOCATED_AT
U03069,BB044,LOCATED_AT
U03070,BB093,LOCATED_AT
U03071,BB097,LOCATED_AT
U03072,BB053,LOCATED_AT
U03073,H045,LOCATED_AT
U03074,H030,LOCATED_AT
U03075,BB078,LOCATED_AT
U03076,H020,LOCATED_AT
U03077,BB095,LOCATED_AT
U03078,H027,LOCATED_AT
U03079,BB049,LOCATED_AT
U03080,BB001,LOCATED_AT
U03081,H029,LOCATED_AT
U03082,BB002,LOCATED_AT
U03083,H045,LOCATED_AT
U03084,BB070,LOCATED_AT
U03085,H032,LOCATED_AT
U03086,H025,LOCATED_AT
U03087,BB018,LOCATED_AT
U03088,BB001,LOCATED_AT
U03089,H044,LOCATED_AT
U03090,H022,LOCATED_AT
U03091,H019,LOCATED_AT
U03092,BB040,LOCATED_AT
U03093,BB087,LOCATED_AT
U03094,H045,LOCATED_AT
U03095,H019,LOCATED_AT
U03096,H050,LOCATED_AT
U03097,BB048,LOCATED_AT
U03098,BB009,LOCATED_AT
U03099,BB057,LOCATED_AT
U03100,H041,LOCATED_AT
U03101,BB042,LOCATED_AT
U03102,BB055,LOCATED_AT
U03103,BB058,LOCATED_AT
U03104,H039,LOCATED_AT
U03105,BB032,LOCATED_AT
U03106,BB057,LOCATED_AT
U03107,BB007,LOCATED_AT
U03108,H037,LOCATED_AT
U03109,BB024,LOCATED_AT
U03110,BB012,LOCATED_AT
U03111,BB085,LOCATED_AT
U03112,BB023,LOCATED_AT
U03113,H025,LOCATED_AT
U03114,H044,LOCATED_AT
U03115,H049,LOCATED_AT
U03116,H032,LOCATED_AT
U03117,BB026,LOCATED_AT
U03118,BB040,LOCATED_AT
U03119,H016,LOCATED_AT
U03120,H044,LOCATED_AT
U03121,BB070,LOCATED_AT
U03122,BB079,LOCATED_AT
U03123,BB011,LOCATED_AT
U03124,BB021,LOCATED_AT
U03125,H036,LOCATED_AT
U03126,H042,LOCATED_AT
U03127,H044,LOCATED_AT
U03128,BB091,LOCATED_AT
U03129,BB071,LOCATED_AT
U03130,BB074,LOCATED_AT
U03131,H019,LOCATED_AT
U03132,H021,LOCATED_AT
U03133,BB062,LOCATED_AT
U03134,BB011,LOCATED_AT
U03135,BB008,LOCATED_AT
U03136,BB049,LOCATED_AT
U03137,BB094,LOCATED_AT
U03138,BB063,LOCATED_AT
U03139,BB023,LOCATED_AT
U03140,BB061,LOCATED_AT
U03141,BB037,LOCATED_AT
U03142,H005,LOCATED_AT
U03143,H038,LOCATED_AT
U03144,H042,LOCATED_AT
U03145,H013,LOCATED_AT
U03146,BB034,LOCATED_AT
U03147,H011,LOCATED_AT
U03148,BB051,LOCATED_AT
U03149,H030,LOCATED_AT
U03150,H050,LOCATED_AT
U03151,BB060,LOCATED_AT
U03152,BB027,LOCATED_AT
U03153,BB038,LOCATED_AT
U03154,BB077,LOCATED_AT
U03155,BB031,LOCATED_AT
U03156,H043,LOCATED_AT
U03157,H047,LOCATED_AT
U03158,BB021,LOCATED_AT
U03159,H035,LOCATED_AT
U03160,BB058,LOCATED_AT
U03161,H017,LOCATED_AT
U03162,H007,LOCATED_AT
U03163,BB082,LOCATED_AT
U03164,BB042,LOCATED_AT
U03165,H018,LOCATED_AT
U03166,BB028,LOCATED_AT
U03167,BB098,LOCATED_AT
U03168,H037,LOCATED_AT
U03169,H050,LOCATED_AT
U03170,BB087,LOCATED_AT
U03171,H024,LOCATED_AT
U03172,BB083,LOCATED_AT
U03173,BB077,LOCATED_AT
U03174,H004,LOCATED_AT
U03175,BB091,LOCATED_AT
U03176,BB001,LOCATED_AT
U03177,BB030,LOCATED_AT
U03178,BB035,LOCATED_AT
U03179,H047,LOCATED_AT
U03180,H034,LOCATED_AT
U03181,H025,LOCATED_AT
U03182,H005,LOCATED_AT
U03183,H038,LOCATED_AT
U03184,BB003,LOCATED_AT
U03185,H005,LOCATED_AT
U03186,BB055,LOCATED_AT
U03187,BB027,LOCATED_AT
U03188,BB011,LOCATED_AT
U03189,BB046,LOCATED_AT
U03190,BB043,LOCATED_AT
U03191,H033,LOCATED_AT
U03192,BB074,LOCATED_AT
U03193,BB053,LOCATED_AT
U03194,BB077,LOCATED_AT
U03195,BB013,LOCATED_AT
U03196,H022,LOCATED_AT
U03197,BB025,LOCATED_AT
U03198,H030,LOCATED_AT
U03199,BB047,LOCATED_AT
U03200,BB097,LOCATED_AT
U03201,BB076,LOCATED_AT
U03202,BB066,LOCATED_AT
U03203,H041,LOCATED_AT
U03204,H034,LOCATED_AT
U03205,BB076,LOCATED_AT
U03206,H011,LOCATED_AT
U03207,BB032,LOCATED_AT
U03208,BB038,LOCATED_AT
U03209,H033,LOCATED_AT
U03210,BB066,LOCATED_AT
U03211,H002,LOCATED_AT
U03212,BB019,LOCATED_AT
U03213,H009,LOCATED_AT
U03214,H007,LOCATED_AT
U03215,BB094,LOCATED_AT
U03216,H037,LOCATED_AT
U03217,H038,LOCATED_AT
U03218,BB049,LOCATED_AT
U03219,H002,LOCATED_AT
U03220,BB075,LOCATED_AT
U03221,BB007,LOCATED_AT
U03222,BB065,LOCATED_AT
U03223,BB050,LOCATED_AT
U03224,H038,LOCATED_AT
U03225,BB061,LOCATED_AT
U03226,BB085,LOCATED_AT
U03227,BB073,LOCATED_AT
U03228,H026,LOCATED_AT
U03229,H002,LOCATED_AT
U03230,H017,LOCATED_AT
U03231,BB090,LOCATED_AT
U03232,H022,LOCATED_AT
U03233,BB002,LOCATED_AT
U03234,H023,LOCATED_AT
U03235,BB036,LOCATED_AT
U03236,H046,LOCATED_AT
U03237,BB002,LOCATED_AT
U03238,H039,LOCATED_AT
U03239,H009,LOCATED_AT
U03240,BB073,LOCATED_AT
U03241,BB020,LOCATED_AT
U03242,H045,LOCATED_AT
U03243,BB037,LOCATED_AT
U03244,H014,LOCATED_AT
U03245,H033,LOCATED_AT
U03246,H035,LOCATED_AT
U03247,H018,LOCATED_AT
U03248,BB077,LOCATED_AT
U03249,BB025,LOCATED_AT
U03250,H050,LOCATED_AT
U03251,H041,LOCATED_AT
U03252,H016,LOCATED_AT
U03253,BB092,LOCATED_AT
U03254,BB002,LOCATED_AT
U03255,BB043,LOCATED_AT
U03256,BB040,LOCATED_AT
U03257,BB036,LOCATED_AT
U03258,BB018,LOCATED_AT
U03259,H018,LOCATED_AT
U03260,BB091,LOCATED_AT
U03261,H018,LOCATED_AT
U03262,H043,LOCATED_AT
U03263,BB030,LOCATED_AT
U03264,H047,LOCATED_AT
U03265,BB097,LOCATED_AT
U03266,H001,LOCATED_AT
U03267,BB017,LOCATED_AT
U03268,H001,LOCATED_AT
U03269,H050,LOCATED_AT
U03270,H042,LOCATED_AT
U03271,H038,LOCATED_AT
U03272,BB002,LOCATED_AT
U03273,BB096,LOCATED_AT
U03274,H015,LOCATED_AT
U03275,H005,LOCATED_AT
U03276,H023,LOCATED_AT
U03277,BB043,LOCATED_AT
U03278,BB015,LOCATED_AT
U03279,H015,LOCATED_AT
U03280,BB089,LOCATED_AT
U03281,BB076,LOCATED_AT
U03282,BB096,LOCATED_AT
U03283,H014,LOCATED_AT
U03284,H010,LOCATED_AT
U03285,BB048,LOCATED_AT
U03286,H009,LOCATED_AT
U03287,BB099,LOCATED_AT
U03288,BB019,LOCATED_AT
U03289,H019,LOCATED_AT
U03290,H013,LOCATED_AT
U03291,BB076,LOCATED_AT
U03292,BB045,LOCATED_AT
U03293,H040,LOCATED_AT
U03294,BB048,LOCATED_AT
U03295,BB002,LOCATED_AT
U03296,BB081,LOCATED_AT
U03297,H050,LOCATED_AT
U03298,H040,LOCATED_AT
U03299,BB081,LOCATED_AT
U03300,H011,LOCATED_AT
U03301,H045,LOCATED_AT
U03302,BB006,LOCATED_AT
U03303,BB045,LOCATED_AT
U03304,H041,LOCATED_AT
U03305,BB071,LOCATED_AT
U03306,BB027,LOCATED_AT
U03307,H049,LOCATED_AT
U03308,H044,LOCATED_AT
U03309,H015,LOCATED_AT
U03310,BB090,LOCATED_AT
U03311,H030,LOCATED_AT
U03312,H039,LOCATED_AT
U03313,H047,LOCATED_AT
U03314,BB088,LOCATED_AT
U03315,BB051,LOCATED_AT
U03316,BB044,LOCATED_AT
U03317,H019,LOCATED_AT
U03318,H012,LOCATED_AT
U03319,BB099,LOCATED_AT
U03320,BB007,LOCATED_AT
U03321,H044,LOCATED_AT
U03322,BB024,LOCATED_AT
U03323,H029,LOCATED_AT
U03324,H050,LOCATED_AT
U03325,BB080,LOCATED_AT
U03326,BB047,LOCATED_AT
U03327,H025,LOCATED_AT
U03328,BB002,LOCATED_AT
U03329,BB025,LOCATED_AT
U03330,H049,LOCATED_AT
U03331,BB072,LOCATED_AT
U03332,H023,LOCATED_AT
U03333,H006,LOCATED_AT
U03334,BB011,LOCATED_AT
U03335,BB064,LOCATED_AT
U03336,H010,LOCATED_AT
U03337,BB044,LOCATED_AT
U03338,BB005,LOCATED_AT
U03339,H007,LOCATED_AT
U03340,BB014,LOCATED_AT
U03341,H023,LOCATED_AT
U03342,BB014,LOCATED_AT
U03343,H043,LOCATED_AT
U03344,BB075,LOCATED_AT
U03345,H012,LOCATED_AT
U03346,BB067,LOCATED_AT
U03347,BB015,LOCATED_AT
U03348,H017,LOCATED_AT
U03349,BB011,LOCATED_AT
U03350,BB089,LOCATED_AT
U03351,H041,LOCATED_AT
U03352,BB078,LOCATED_AT
U03353,BB049,LOCATED_AT
U03354,BB010,LOCATED_AT
U03355,BB005,LOCATED_AT
U03356,BB026,LOCATED_AT
U03357,BB083,LOCATED_AT
U03358,H024,LOCATED_AT
U03359,BB006,LOCATED_AT
U03360,H007,LOCATED_AT
U03361,H039,LOCATED_AT
U03362,BB027,LOCATED_AT
U03363,H039,LOCATED_AT
U03364,BB027,LOCATED_AT
U03365,H005,LOCATED_AT
U03366,BB067,LOCATED_AT
U03367,BB031,LOCATED_AT
U03368,BB078,LOCATED_AT
U03369,H027,LOCATED_AT
U03370,BB012,LOCATED_AT
U03371,H044,LOCATED_AT
U03372,BB099,LOCATED_AT
U03373,BB002,LOCATED_AT
U03374,H034,LOCATED_AT
U03375,H049,LOCATED_AT
U03376,H037,LOCATED_AT
U03377,BB067,LOCATED_AT
U03378,BB061,LOCATED_AT
U03379,BB031,LOCATED_AT
U03380,BB061,LOCATED_AT
U03381,H024,LOCATED_AT
U03382,H029,LOCATED_AT
U03383,BB014,LOCATED_AT
U03384,H038,LOCATED_AT
U03385,BB021,LOCATED_AT
U03386,BB013,LOCATED_AT
U03387,BB099,LOCATED_AT
