unit_id,blood_type,location_type,location_id,expiry_days_remaining
U02386,A+,hospital,H010,4
U02387,A-,hospital,H035,37
U02388,B+,hospital,H013,20
U02389,A+,hospital,H009,40
U02390,B+,bloodbank,BB001,11
U02391,B+,bloodbank,BB022,12
U02392,B+,hospital,H020,20
U02393,B+,hospital,H032,1
U02394,A+,hospital,H050,31
U02395,A+,hospital,H041,10
U02396,O+,hospital,H037,34
U02397,A+,hospital,H033,22
U02398,AB+,bloodbank,BB017,41
U02399,O-,hospital,H026,15
U02400,O+,bloodbank,BB053,13
U02401,O+,hospital,H005,14
U02402,B+,hospital,H020,19
U02403,A+,hospital,H050,42
U02404,A-,hospital,H037,5
U02405,A+,hospital,H028,20
U02406,AB-,hospital,H034,9
U02407,O+,hospital,H018,15
U02408,B+,hospital,H047,15
U02409,B+,bloodbank,BB058,21
U02410,B+,bloodbank,BB068,12
U02411,O-,bloodbank,BB030,10
U02412,O+,bloodbank,BB010,7
U02413,O+,hospital,H042,25
U02414,B+,hospital,H007,17
U02415,O+,hospital,H009,7
U02416,B+,hospital,H020,9
U02417,A+,bloodbank,BB068,8
U02418,O+,hospital,H047,7
U02419,O+,hospital,H001,8
U02420,O+,bloodbank,BB019,41
U02421,O+,bloodbank,BB028,37
U02422,O+,bloodbank,BB086,21
U02423,O+,hospital,H013,1
U02424,A+,bloodbank,BB087,11
U02425,O+,hospital,H048,18
U02426,O+,bloodbank,BB080,17
U02427,O-,hospital,H023,21
U02428,B+,bloodbank,BB065,33
U02429,O+,bloodbank,BB022,22
U02430,A+,hospital,H012,2
U02431,O-,hospital,H036,23
U02432,A+,hospital,H044,31
U02433,A+,bloodbank,BB054,2
U02434,B+,bloodbank,BB088,9
U02435,O+,hospital,H009,5
U02436,O+,bloodbank,BB008,9
U02437,B+,bloodbank,BB012,14
U02438,A+,bloodbank,BB020,31
U02439,A+,hospital,H007,35
U02440,O+,hospital,H035,14
U02441,O-,hospital,H045,23
U02442,A+,hospital,H044,16
U02443,B+,hospital,H002,2
U02444,O-,bloodbank,BB008,23
U02445,O+,bloodbank,BB078,36
U02446,B+,bloodbank,BB003,40
U02447,O+,hospital,H032,23
U02448,B+,hospital,H021,2
U02449,B+,bloodbank,BB023,22
U02450,B-,hospital,H018,19
U02451,O-,bloodbank,BB026,24
U02452,A+,hospital,H035,13
U02453,B+,hospital,H016,11
U02454,O+,hospital,H006,19
U02455,A+,bloodbank,BB020,39
U02456,O+,hospital,H041,42
U02457,B+,bloodbank,BB062,8
U02458,A+,bloodbank,BB046,7
U02459,B+,bloodbank,BB030,5
U02460,O+,bloodbank,BB009,5
U02461,O+,bloodbank,BB094,27
U02462,A+,bloodbank,BB012,6
U02463,B+,bloodbank,BB083,41
U02464,O+,hospital,H049,34
U02465,A+,bloodbank,BB042,40
U02466,A-,hospital,H026,19
U02467,O+,hospital,H024,26
U02468,B+,bloodbank,BB049,40
U02469,A+,hospital,H009,16
U02470,O+,bloodbank,BB077,4
U02471,AB-,hospital,H015,42
U02472,O+,hospital,H050,19
U02473,O+,hospital,H046,30
U02474,O+,hospital,H043,34
U02475,A+,hospital,H042,26
U02476,O+,bloodbank,BB004,12
U02477,O+,bloodbank,BB085,25
U02478,A+,hospital,H027,7
U02479,AB+,bloodbank,BB046,33
U02480,O+,bloodbank,BB021,16
U02481,O-,hospital,H031,24
U02482,A+,bloodbank,BB054,17
U02483,O+,bloodbank,BB063,25
U02484,A+,bloodbank,BB077,8
U02485,A+,hospital,H036,26
U02486,A-,hospital,H019,34
U02487,B+,bloodbank,BB026,5
U02488,B+,bloodbank,BB027,21
U02489,O-,bloodbank,BB078,21
U02490,A+,hospital,H021,30
U02491,B+,bloodbank,BB087,30
U02492,B+,bloodbank,BB006,41
U02493,A+,hospital,H018,18
U02494,O+,bloodbank,BB049,3
U02495,O+,bloodbank,BB051,26
U02496,A-,hospital,H040,20
U02497,B+,hospital,H030,29
U02498,A+,hospital,H001,33
U02499,B-,hospital,H041,27
U02500,A+,hospital,H044,41
U02501,B+,hospital,H043,42
U02502,O+,hospital,H048,13
U02503,B+,hospital,H047,38
U02504,A+,bloodbank,BB048,29
U02505,A+,bloodbank,BB016,2
U02506,O+,bloodbank,BB067,14
U02507,O+,hospital,H014,32
U02508,B-,bloodbank,BB049,33
U02509,B-,bloodbank,BB066,21
U02510,O+,bloodbank,BB030,19
U02511,B+,bloodbank,BB037,36
U02512,B+,hospital,H048,7
U02513,O+,bloodbank,BB057,15
U02514,O+,hospital,H028,35
U02515,O+,bloodbank,BB041,28
U02516,A-,bloodbank,BB093,33
U02517,O+,bloodbank,BB021,40
U02518,O+,bloodbank,BB059,15
U02519,A+,hospital,H007,8
U02520,O+,bloodbank,BB018,29
U02521,O+,hospital,H041,25
U02522,A+,hospital,H047,15
U02523,O+,bloodbank,BB065,14
U02524,A+,hospital,H031,18
U02525,B+,bloodbank,BB014,40
U02526,B+,bloodbank,BB076,34
U02527,A+,bloodbank,BB097,7
U02528,O+,hospital,H012,20
U02529,O+,bloodbank,BB081,17
U02530,B+,hospital,H035,13
U02531,A+,bloodbank,BB081,30
U02532,B+,bloodbank,BB028,13
U02533,B+,bloodbank,BB094,28
U02534,A+,bloodbank,BB054,7
U02535,A+,hospital,H044,23
U02536,A+,hospital,H010,7
U02537,A+,hospital,H029,7
U02538,A-,hospital,H004,32
U02539,O+,bloodbank,BB071,34
U02540,O+,bloodbank,BB017,36
U02541,A+,hospital,H021,41
U02542,B+,hospital,H001,26
U02543,O+,hospital,H040,35
U02544,O+,bloodbank,BB021,17
U02545,O+,hospital,H023,39
U02546,A+,bloodbank,BB022,27
U02547,B+,bloodbank,BB083,24
U02548,AB+,hospital,H018,13
U02549,O+,hospital,H039,33
U02550,A+,bloodbank,BB034,14
U02551,O+,bloodbank,BB074,33
U02552,B+,hospital,H032,24
U02553,O+,hospital,H033,38
U02554,B+,hospital,H020,22
U02555,B+,bloodbank,BB058,15
U02556,O+,bloodbank,BB079,26
U02557,O+,hospital,H005,33
U02558,O+,hospital,H020,15
U02559,B+,bloodbank,BB085,9
U02560,O+,bloodbank,BB063,7
U02561,B+,hospital,H009,29
U02562,O+,bloodbank,BB061,22
U02563,AB+,hospital,H005,42
U02564,O+,hospital,H028,17
U02565,O+,hospital,H007,27
U02566,A+,hospital,H012,22
U02567,B+,bloodbank,BB011,42
U02568,B+,bloodbank,BB071,5
U02569,O+,bloodbank,BB099,4
U02570,O+,bloodbank,BB096,10
U02571,O+,hospital,H043,21
U02572,B+,hospital,H004,29
U02573,O+,hospital,H013,33
U02574,B+,bloodbank,BB069,6
U02575,O+,bloodbank,BB045,26
U02576,O+,bloodbank,BB041,29
U02577,O-,bloodbank,BB010,9
U02578,A+,hospital,H021,26
U02579,B+,hospital,H041,25
U02580,AB+,bloodbank,BB084,42
U02581,A+,hospital,H018,25
U02582,O-,hospital,H036,34
U02583,B+,bloodbank,BB004,28
U02584,O+,bloodbank,BB071,33
U02585,B+,bloodbank,BB082,25
U02586,A+,hospital,H044,14
U02587,B+,bloodbank,BB039,16
U02588,B+,hospital,H029,17
U02589,B+,hospital,H027,5
U02590,A+,hospital,H016,3
U02591,B+,bloodbank,BB011,23
U02592,O+,hospital,H027,28
U02593,O+,bloodbank,BB012,34
U02594,O+,hospital,H028,23
U02595,O+,hospital,H029,16
U02596,A+,hospital,H044,9
U02597,O+,hospital,H025,29
U02598,A+,hospital,H025,42
U02599,A+,bloodbank,BB095,28
U02600,A+,bloodbank,BB056,38
U02601,O-,bloodbank,BB035,21
U02602,A+,hospital,H040,22
U02603,B-,hospital,H011,42
U02604,A+,bloodbank,BB058,8
U02605,B+,bloodbank,BB096,42
U02606,O+,bloodbank,BB061,26
U02607,B+,hospital,H041,31
U02608,A+,bloodbank,BB025,13
U02609,O+,bloodbank,BB012,26
U02610,A+,hospital,H022,9
U02611,O+,bloodbank,BB028,33
U02612,B+,bloodbank,BB011,35
U02613,A-,bloodbank,BB024,20
U02614,B+,bloodbank,BB003,36
U02615,B+,hospital,H032,13
U02616,B+,bloodbank,BB034,41
U02617,B+,bloodbank,BB010,12
U02618,AB+,hospital,H024,39
U02619,O-,bloodbank,BB050,25
U02620,O+,hospital,H021,8
U02621,B+,bloodbank,BB055,14
U02622,O+,hospital,H008,5
U02623,B+,hospital,H031,28
U02624,O+,hospital,H020,41
U02625,A+,bloodbank,BB031,2
U02626,O+,hospital,H044,26
U02627,O+,bloodbank,BB035,8
U02628,O+,hospital,H014,18
U02629,O+,hospital,H020,5
U02630,O+,bloodbank,BB051,2
U02631,B+,bloodbank,BB058,32
U02632,A+,hospital,H018,7
U02633,B+,bloodbank,BB037,20
U02634,A+,hospital,H010,37
U02635,B+,hospital,H016,42
U02636,B-,bloodbank,BB074,28
U02637,B+,bloodbank,BB007,34
U02638,AB-,bloodbank,BB054,21
U02639,B+,bloodbank,BB021,27
U02640,A+,bloodbank,BB096,26
U02641,A+,hospital,H049,31
U02642,O+,bloodbank,BB077,14
U02643,A+,hospital,H014,15
U02644,A-,bloodbank,BB080,26
U02645,A+,bloodbank,BB018,41
U02646,O+,hospital,H037,35
U02647,A+,bloodbank,BB030,12
U02648,O-,hospital,H009,1
U02649,A+,hospital,H011,15
U02650,O+,hospital,H020,5
U02651,O+,hospital,H046,29
U02652,O+,hospital,H040,10
U02653,A+,hospital,H040,34
U02654,O+,hospital,H028,34
U02655,A+,hospital,H018,6
U02656,A+,hospital,H015,38
U02657,B+,hospital,H013,13
U02658,B+,bloodbank,BB092,13
U02659,O+,bloodbank,BB061,25
U02660,O+,hospital,H011,38
U02661,O+,bloodbank,BB089,9
U02662,B+,hospital,H049,2
U02663,B+,hospital,H042,28
U02664,O+,bloodbank,BB084,1
U02665,A+,bloodbank,BB032,2
U02666,B+,hospital,H026,14
U02667,A+,hospital,H003,12
U02668,B+,bloodbank,BB011,14
U02669,B+,hospital,H021,40
U02670,O+,bloodbank,BB055,16
U02671,O+,bloodbank,BB029,39
U02672,A+,bloodbank,BB020,28
U02673,A+,hospital,H002,20
U02674,A+,hospital,H012,12
U02675,A+,hospital,H015,14
U02676,AB-,bloodbank,BB087,10
U02677,B+,bloodbank,BB037,17
U02678,B+,hospital,H047,23
U02679,O+,hospital,H038,29
U02680,B+,bloodbank,BB014,4
U02681,O+,hospital,H023,1
U02682,B+,bloodbank,BB073,13
U02683,B+,bloodbank,BB051,42
U02684,A+,hospital,H042,3
U02685,A+,hospital,H050,39
U02686,A+,hospital,H010,5
U02687,A+,hospital,H008,23
U02688,O+,hospital,H002,38
U02689,O+,bloodbank,BB091,4
U02690,O+,hospital,H023,4
U02691,B+,hospital,H004,25
U02692,A+,bloodbank,BB006,21
U02693,O+,bloodbank,BB028,14
U02694,O-,hospital,H011,38
U02695,A+,hospital,H022,40
U02696,A+,hospital,H049,40
U02697,A+,bloodbank,BB077,31
U02698,A+,hospital,H007,11
U02699,O-,bloodbank,BB097,12
U02700,O+,bloodbank,BB053,33
U02701,O+,hospital,H013,23
U02702,O-,hospital,H047,34
U02703,B+,bloodbank,BB062,10
U02704,A+,hospital,H045,18
U02705,O+,bloodbank,BB048,3
U02706,AB+,bloodbank,BB051,33
U02707,O+,hospital,H035,22
U02708,B+,bloodbank,BB025,27
U02709,A+,hospital,H036,35
U02710,A+,bloodbank,BB074,15
U02711,A+,hospital,H006,26
U02712,B+,hospital,H035,37
U02713,B+,bloodbank,BB012,5
U02714,B+,bloodbank,BB021,1
U02715,O-,bloodbank,BB075,14
U02716,O+,bloodbank,BB078,33
U02717,B+,bloodbank,BB089,40
U02718,O+,bloodbank,BB088,13
U02719,A+,bloodbank,BB029,34
U02720,A+,bloodbank,BB041,18
U02721,B+,bloodbank,BB083,32
U02722,O+,hospital,H019,19
U02723,O+,hospital,H035,14
U02724,O+,bloodbank,BB061,21
U02725,O+,bloodbank,BB084,41
U02726,B+,bloodbank,BB067,13
U02727,B+,hospital,H021,39
U02728,O+,hospital,H049,24
U02729,B+,bloodbank,BB082,1
U02730,B+,hospital,H019,32
U02731,A+,hospital,H027,3
U02732,O-,bloodbank,BB061,38
U02733,O+,hospital,H038,41
U02734,B+,hospital,H046,11
U02735,B+,bloodbank,BB083,5
U02736,A+,bloodbank,BB028,25
U02737,O+,bloodbank,BB078,5
U02738,O+,bloodbank,BB092,30
U02739,B+,hospital,H043,40
U02740,O-,hospital,H016,35
U02741,O+,hospital,H009,22
U02742,O+,bloodbank,BB070,27
U02743,B+,bloodbank,BB100,32
U02744,A+,bloodbank,BB019,2
U02745,B+,bloodbank,BB087,32
U02746,O+,bloodbank,BB062,21
U02747,O+,hospital,H045,23
U02748,O+,hospital,H042,37
U02749,O+,hospital,H016,37
U02750,O+,hospital,H002,39
U02751,B+,bloodbank,BB048,27
U02752,O+,hospital,H047,19
U02753,A+,bloodbank,BB057,20
U02754,A+,bloodbank,BB012,24
U02755,A+,bloodbank,BB093,29
U02756,AB-,bloodbank,BB020,39
U02757,B+,hospital,H049,34
U02758,A+,hospital,H032,38
U02759,A+,bloodbank,BB057,32
U02760,O+,hospital,H021,11
U02761,O+,hospital,H015,31
U02762,O+,bloodbank,BB029,23
U02763,O+,hospital,H003,16
U02764,O+,bloodbank,BB009,38
U02765,O-,hospital,H021,20
U02766,A+,bloodbank,BB044,22
U02767,B+,bloodbank,BB008,4
U02768,A+,bloodbank,BB048,2
U02769,O+,hospital,H017,38
U02770,B+,hospital,H025,11
U02771,A+,bloodbank,BB060,30
U02772,O+,hospital,H002,22
U02773,A+,hospital,H041,24
U02774,A+,bloodbank,BB088,26
U02775,A+,bloodbank,BB049,24
U02776,A+,hospital,H022,11
U02777,O+,hospital,H050,15
U02778,B+,hospital,H026,10
U02779,O+,hospital,H036,32
U02780,B+,bloodbank,BB058,28
U02781,A+,bloodbank,BB080,7
U02782,A+,bloodbank,BB014,16
U02783,AB-,bloodbank,BB067,3
U02784,A-,bloodbank,BB090,23
U02785,O-,bloodbank,BB021,5
U02786,O+,bloodbank,BB055,13
U02787,A+,hospital,H014,39
U02788,B-,hospital,H023,15
U02789,A+,hospital,H021,29
U02790,A+,hospital,H015,30
U02791,A+,bloodbank,BB013,27
U02792,B+,hospital,H019,12
U02793,A+,hospital,H037,42
U02794,O+,hospital,H002,22
U02795,O+,hospital,H008,17
U02796,O+,hospital,H049,29
U02797,A+,hospital,H018,23
U02798,O+,hospital,H009,30
U02799,A+,hospital,H028,6
U02800,B+,bloodbank,BB055,32
U02801,A+,bloodbank,BB083,20
U02802,O+,hospital,H014,31
U02803,O+,hospital,H030,10
U02804,A+,bloodbank,BB045,4
U02805,A+,bloodbank,BB021,32
U02806,B-,bloodbank,BB017,2
U02807,O+,hospital,H007,36
U02808,O+,hospital,H001,19
U02809,B+,hospital,H043,4
U02810,B+,hospital,H046,4
U02811,O-,bloodbank,BB001,23
U02812,O+,bloodbank,BB009,41
U02813,B+,hospital,H024,24
U02814,O+,hospital,H016,4
U02815,O+,bloodbank,BB037,37
U02816,B+,bloodbank,BB035,42
U02817,A+,bloodbank,BB082,6
U02818,B+,bloodbank,BB074,6
U02819,O+,bloodbank,BB056,39
U02820,B-,hospital,H006,32
U02821,O+,hospital,H023,37
U02822,O+,hospital,H032,26
U02823,O+,bloodbank,BB044,26
U02824,O+,hospital,H042,3
U02825,B+,bloodbank,BB017,41
U02826,O-,bloodbank,BB046,28
U02827,O+,hospital,H007,38
U02828,O+,hospital,H011,38
U02829,O-,hospital,H002,42
U02830,O+,hospital,H047,15
U02831,B+,bloodbank,BB007,31
U02832,A+,hospital,H036,27
U02833,O+,hospital,H049,41
U02834,O-,hospital,H022,5
U02835,O+,bloodbank,BB032,42
U02836,O+,hospital,H016,25
U02837,O+,hospital,H004,21
U02838,A+,bloodbank,BB028,6
U02839,O+,bloodbank,BB089,14
U02840,A+,bloodbank,BB032,2
U02841,O+,hospital,H007,11
U02842,B+,hospital,H025,7
U02843,O+,hospital,H039,10
U02844,B+,hospital,H041,3
U02845,A-,bloodbank,BB058,19
U02846,O+,bloodbank,BB088,6
U02847,A-,bloodbank,BB012,38
U02848,O+,bloodbank,BB061,10
U02849,A+,hospital,H001,4
U02850,B+,hospital,H048,25
U02851,O+,hospital,H045,23
U02852,A+,bloodbank,BB080,42
U02853,B+,hospital,H040,26
U02854,AB-,hospital,H040,39
U02855,A+,bloodbank,BB059,3
U02856,O+,bloodbank,BB065,15
U02857,B+,hospital,H014,12
U02858,O+,hospital,H034,7
U02859,A+,hospital,H047,17
U02860,O+,bloodbank,BB023,24
U02861,O+,bloodbank,BB066,20
U02862,O+,hospital,H006,5
U02863,A+,bloodbank,BB085,13
U02864,A+,hospital,H012,11
U02865,A+,hospital,H036,12
U02866,O+,hospital,H038,22
U02867,A+,hospital,H032,29
U02868,O+,bloodbank,BB084,35
U02869,A-,bloodbank,BB085,35
U02870,B+,bloodbank,BB009,9
U02871,A+,hospital,H002,20
U02872,B+,hospital,H031,38
U02873,B+,bloodbank,BB040,20
U02874,B+,hospital,H015,12
U02875,O+,bloodbank,BB017,21
U02876,B+,bloodbank,BB060,3
U02877,A+,hospital,H013,3
U02878,B+,bloodbank,BB002,30
U02879,O+,bloodbank,BB069,20
U02880,O-,bloodbank,BB098,31
U02881,O+,bloodbank,BB058,1
U02882,O+,bloodbank,BB096,32
U02883,A+,bloodbank,BB041,22
U02884,B+,bloodbank,BB070,32
U02885,A+,hospital,H004,8
U02886,B+,hospital,H045,11
U02887,A+,bloodbank,BB022,42
U02888,O+,hospital,H012,35
U02889,B+,bloodbank,BB079,26
U02890,B+,hospital,H015,1
U02891,O+,bloodbank,BB043,39
U02892,O+,bloodbank,BB054,16
U02893,B+,bloodbank,BB077,3
U02894,O+,bloodbank,BB006,1
U02895,O+,bloodbank,BB072,28
U02896,O+,bloodbank,BB095,29
U02897,A-,hospital,H008,41
U02898,O+,hospital,H021,38
U02899,O+,bloodbank,BB023,8
U02900,B+,hospital,H004,30
U02901,A+,bloodbank,BB003,19
U02902,B+,bloodbank,BB070,9
U02903,O+,hospital,H034,17
U02904,O-,bloodbank,BB052,41
U02905,A+,hospital,H035,5
U02906,B+,hospital,H045,22
U02907,B+,hospital,H022,17
U02908,A+,hospital,H016,13
U02909,A+,bloodbank,BB040,20
U02910,O+,hospital,H050,7
U02911,B+,bloodbank,BB063,36
U02912,B+,hospital,H010,6
U02913,O-,bloodbank,BB024,3
U02914,A+,hospital,H018,16
U02915,O+,hospital,H029,31
U02916,O+,bloodbank,BB062,3
U02917,O+,bloodbank,BB056,34
U02918,A+,bloodbank,BB051,3
U02919,O+,hospital,H022,16
U02920,A+,hospital,H046,21
U02921,O+,bloodbank,BB021,17
U02922,A+,bloodbank,BB074,37
U02923,B+,hospital,H002,24
U02924,O-,hospital,H014,2
U02925,O+,bloodbank,BB094,29
U02926,A+,bloodbank,BB040,33
U02927,B+,hospital,H020,41
U02928,O+,bloodbank,BB076,15
U02929,B+,hospital,H023,3
U02930,B+,hospital,H033,22
U02931,B+,bloodbank,BB063,17
U02932,O-,bloodbank,BB038,36
U02933,A+,hospital,H050,24
U02934,O+,bloodbank,BB033,19
U02935,AB+,hospital,H022,34
U02936,B+,hospital,H010,4
U02937,A+,hospital,H020,37
U02938,O-,bloodbank,BB093,25
U02939,O+,bloodbank,BB030,34
U02940,O+,bloodbank,BB070,15
U02941,O+,hospital,H049,41
U02942,AB+,bloodbank,BB055,20
U02943,B+,hospital,H046,9
U02944,O+,hospital,H045,13
U02945,A+,bloodbank,BB007,16
U02946,A-,bloodbank,BB066,4
U02947,A+,hospital,H018,36
U02948,O-,hospital,H046,23
U02949,A+,bloodbank,BB015,6
U02950,O+,bloodbank,BB010,31
U02951,O+,hospital,H022,38
U02952,A+,hospital,H001,10
U02953,O+,bloodbank,BB052,5
U02954,O+,hospital,H016,15
U02955,O+,bloodbank,BB078,27
U02956,B+,bloodbank,BB062,19
U02957,B+,bloodbank,BB031,25
U02958,A+,hospital,H002,17
U02959,O+,bloodbank,BB004,1
U02960,A+,bloodbank,BB041,18
U02961,B+,hospital,H013,39
U02962,A-,bloodbank,BB079,4
U02963,B+,bloodbank,BB035,3
U02964,B+,hospital,H050,41
U02965,A+,hospital,H043,31
U02966,B+,bloodbank,BB087,35
U02967,O+,hospital,H048,15
U02968,A+,hospital,H007,40
U02969,A+,hospital,H020,27
U02970,AB+,hospital,H002,20
U02971,A+,hospital,H013,13
U02972,B+,hospital,H037,35
U02973,O-,hospital,H021,18
U02974,B+,hospital,H029,30
U02975,O+,hospital,H032,14
U02976,O+,bloodbank,BB078,6
U02977,A+,bloodbank,BB014,28
U02978,B+,bloodbank,BB018,37
U02979,A+,bloodbank,BB020,18
U02980,A+,bloodbank,BB081,33
U02981,O+,bloodbank,BB049,26
U02982,A+,bloodbank,BB030,2
U02983,B+,hospital,H045,37
U02984,O+,bloodbank,BB066,42
U02985,O+,hospital,H028,29
U02986,A+,hospital,H016,16
U02987,O+,bloodbank,BB094,6
U02988,B+,hospital,H038,34
U02989,O+,bloodbank,BB091,9
U02990,O+,bloodbank,BB087,3
U02991,O+,bloodbank,BB033,4
U02992,B+,hospital,H046,20
U02993,B+,bloodbank,BB080,24
U02994,O+,bloodbank,BB027,5
U02995,O+,bloodbank,BB022,4
U02996,A+,hospital,H037,12
U02997,B+,bloodbank,BB037,7
U02998,B+,hospital,H036,35
U02999,B+,hospital,H050,32
U03000,O+,bloodbank,BB096,30
U03001,O+,bloodbank,BB003,3
U03002,O-,bloodbank,BB059,42
U03003,A+,bloodbank,BB008,26
U03004,A+,bloodbank,BB014,6
U03005,A+,bloodbank,BB005,34
U03006,B+,bloodbank,BB019,12
U03007,O+,hospital,H049,19
U03008,A+,bloodbank,BB098,8
U03009,O+,hospital,H007,35
U03010,B+,bloodbank,BB079,42
U03011,A+,bloodbank,BB046,2
U03012,AB+,bloodbank,BB093,5
U03013,O+,bloodbank,BB021,37
U03014,B+,hospital,H024,41
U03015,A+,bloodbank,BB047,36
U03016,O-,hospital,H036,27
U03017,O+,bloodbank,BB028,6
U03018,A+,hospital,H023,20
U03019,O+,bloodbank,BB043,20
U03020,O+,bloodbank,BB075,35
U03021,B+,bloodbank,BB044,29
U03022,B+,bloodbank,BB023,25
U03023,A+,bloodbank,BB098,39
U03024,B+,bloodbank,BB026,18
U03025,A+,bloodbank,BB046,10
U03026,O+,bloodbank,BB004,2
U03027,O-,bloodbank,BB010,37
U03028,O+,hospital,H011,2
U03029,B+,hospital,H023,38
U03030,A+,hospital,H034,35
U03031,A+,hospital,H016,22
U03032,B+,hospital,H012,2
U03033,O+,bloodbank,BB033,1
U03034,O+,bloodbank,BB014,13
U03035,B+,hospital,H009,3
U03036,B+,hospital,H029,32
U03037,O-,bloodbank,BB070,15
U03038,B+,hospital,H010,15
U03039,A+,hospital,H002,16
U03040,B+,bloodbank,BB019,37
U03041,A+,hospital,H024,28
U03042,B+,hospital,H013,7
U03043,B+,hospital,H016,41
U03044,O+,hospital,H025,13
U03045,O+,hospital,H032,27
U03046,O-,bloodbank,BB088,20
U03047,O-,hospital,H038,34
U03048,O+,bloodbank,BB057,22
U03049,A+,hospital,H001,14
U03050,O+,hospital,H029,13
U03051,A+,hospital,H024,13
U03052,O-,bloodbank,BB039,13
U03053,O+,hospital,H012,3
U03054,O-,hospital,H001,21
U03055,AB+,bloodbank,BB004,42
U03056,A+,bloodbank,BB055,30
U03057,O+,bloodbank,BB040,35
U03058,O+,bloodbank,BB023,27
U03059,B+,hospital,H030,5
U03060,O-,hospital,H012,12
U03061,O+,hospital,H002,28
U03062,B+,bloodbank,BB030,2
U03063,B+,bloodbank,BB097,34
U03064,B+,hospital,H019,17
U03065,O+,hospital,H049,8
U03066,B+,bloodbank,BB006,11
U03067,O+,bloodbank,BB062,5
U03068,A+,bloodbank,BB075,27
U03069,B+,bloodbank,BB044,2
U03070,O+,bloodbank,BB093,31
U03071,O+,bloodbank,BB097,22
U03072,A+,bloodbank,BB053,34
U03073,B+,hospital,H045,33
U03074,O-,hospital,H030,25
U03075,A+,bloodbank,BB078,21
U03076,A+,hospital,H020,19
U03077,O+,bloodbank,BB095,24
U03078,B+,hospital,H027,9
U03079,B+,bloodbank,BB049,37
U03080,B+,bloodbank,BB001,10
U03081,A+,hospital,H029,31
U03082,B+,bloodbank,BB002,19
U03083,B+,hospital,H045,26
U03084,O+,bloodbank,BB070,14
U03085,B+,hospital,H032,24
U03086,B+,hospital,H025,7
U03087,O+,bloodbank,BB018,28
U03088,O+,bloodbank,BB001,37
U03089,O+,hospital,H044,4
U03090,B+,hospital,H022,31
U03091,O+,hospital,H019,33
U03092,O+,bloodbank,BB040,2
U03093,A+,bloodbank,BB087,22
U03094,B+,hospital,H045,21
U03095,O-,hospital,H019,25
U03096,A+,hospital,H050,20
U03097,O+,bloodbank,BB048,4
U03098,A+,bloodbank,BB009,35
U03099,O+,bloodbank,BB057,22
U03100,A+,hospital,H041,32
U03101,B+,bloodbank,BB042,22
U03102,O+,bloodbank,BB055,31
U03103,A+,bloodbank,BB058,13
U03104,O+,hospital,H039,8
U03105,O+,bloodbank,BB032,28
U03106,B+,bloodbank,BB057,15
U03107,B+,bloodbank,BB007,26
U03108,O+,hospital,H037,32
U03109,B+,bloodbank,BB024,17
U03110,O+,bloodbank,BB012,2
U03111,O+,bloodbank,BB085,2
U03112,O+,bloodbank,BB023,15
U03113,A+,hospital,H025,36
U03114,A-,hospital,H044,29
U03115,A+,hospital,H049,24
U03116,A+,hospital,H032,22
U03117,O-,bloodbank,BB026,37
U03118,O+,bloodbank,BB040,35
U03119,B+,hospital,H016,7
U03120,A+,hospital,H044,30
U03121,O+,bloodbank,BB070,28
U03122,AB+,bloodbank,BB079,9
U03123,A-,bloodbank,BB011,20
U03124,O+,bloodbank,BB021,34
U03125,B+,hospital,H036,27
U03126,B+,hospital,H042,18
U03127,O+,hospital,H044,13
U03128,B+,bloodbank,BB091,2
U03129,B+,bloodbank,BB071,11
U03130,O+,bloodbank,BB074,33
U03131,A+,hospital,H019,31
U03132,A+,hospital,H021,10
U03133,O-,bloodbank,BB062,24
U03134,O+,bloodbank,BB011,1
U03135,A+,bloodbank,BB008,36
U03136,A+,bloodbank,BB049,30
U03137,O+,bloodbank,BB094,16
U03138,A+,bloodbank,BB063,39
U03139,O+,bloodbank,BB023,18
U03140,B+,bloodbank,BB061,21
U03141,O+,bloodbank,BB037,5
U03142,B+,hospital,H005,8
U03143,O+,hospital,H038,19
U03144,B+,hospital,H042,1
U03145,B+,hospital,H013,1
U03146,A+,bloodbank,BB034,20
U03147,O+,hospital,H011,15
U03148,B+,bloodbank,BB051,36
U03149,A+,hospital,H030,28
U03150,B+,hospital,H050,31
U03151,A+,bloodbank,BB060,34
U03152,A+,bloodbank,BB027,39
U03153,B+,bloodbank,BB038,2
U03154,O+,bloodbank,BB077,4
U03155,B+,bloodbank,BB031,18
U03156,O+,hospital,H043,9
U03157,B+,hospital,H047,12
U03158,A+,bloodbank,BB021,35
U03159,A+,hospital,H035,3
U03160,A+,bloodbank,BB058,21
U03161,B+,hospital,H017,6
U03162,B+,hospital,H007,41
U03163,A+,bloodbank,BB082,12
U03164,B+,bloodbank,BB042,42
U03165,A+,hospital,H018,29
U03166,A+,bloodbank,BB028,37
U03167,B+,bloodbank,BB098,5
U03168,A+,hospital,H037,9
U03169,A+,hospital,H050,42
U03170,O+,bloodbank,BB087,2
U03171,O+,hospital,H024,33
U03172,O+,bloodbank,BB083,25
U03173,A+,bloodbank,BB077,37
U03174,O+,hospital,H004,41
U03175,A+,bloodbank,BB091,19
U03176,A+,bloodbank,BB001,35
U03177,B+,bloodbank,BB030,22
U03178,B+,bloodbank,BB035,9
U03179,O+,hospital,H047,4
U03180,O+,hospital,H034,41
